,paramId,dataType,numberOfPoints,typeOfLevel,stepUnits,stepType,gridType,shortName,units,name,cfVarName,missingValue,NV,gridDefinitionDescription
litota6,228058,fc,1038240,entireAtmosphere,1,avg,regular_ll,litota6,km**-2 day**-1,Averaged total lightning flash density in the last 6 hours,litota6,3.4028234663852886e+38,0,Latitude/longitude
